season,pick_number,player_id,player_name,position,nfl_team,fantasy_team_id,fantasy_team,bid_amount,keeper,round
2025,147,4877706,Jayden Higgins,WR,34.0,12,Blunder Bust 2000,1,False,
2025,148,4432577,C.J. Stroud,QB,34.0,8,Run CMC,1,False,
2025,149,3046779,Jared Goff,QB,8.0,1,"Two Gibbs, One Kupp",1,False,
2025,150,4429275,Trey Benson,RB,22.0,2,Show Me Dem TDs,1,False,
2025,151,17372,Chris Boswell,K,23.0,7,Allen to this!,1,False,
2025,152,4685279,,,,10,Team Clucker Fuckers,1,False,
2025,153,3050478,Jake Elliott,K,21.0,5,One-cut Heroes,1,False,
2025,154,4429501,,,,11,Seattle  Ricks ,1,False,
2025,155,4373626,Tyler Allgeier,RB,1.0,3,Shooting Ropes💦,1,False,
2025,156,16460,,,,12,Blunder Bust 2000,1,False,
2025,157,4360248,Kyle Pitts Sr.,TE,1.0,1,"Two Gibbs, One Kupp",1,False,
2025,158,4685247,,,,2,Show Me Dem TDs,1,False,
2025,159,4686472,,,,7,Allen to this!,1,False,
2025,160,-16008,Lions D/ST,D/ST,8.0,10,Team Clucker Fuckers,1,False,
2025,161,3046439,Hunter Henry,TE,17.0,5,One-cut Heroes,1,False,
2025,162,4241474,Brian Robinson Jr.,RB,25.0,11,Seattle  Ricks ,1,False,
2025,163,4241457,,,,3,Shooting Ropes💦,1,False,
2025,164,4685702,,,,12,Blunder Bust 2000,1,False,
2025,165,4369863,,,,2,Show Me Dem TDs,1,False,
2025,166,-16017,Patriots D/ST,D/ST,17.0,7,Allen to this!,1,False,
2025,167,17427,Cairo Santos,K,3.0,10,Team Clucker Fuckers,1,False,
2025,168,4241479,,,,5,One-cut Heroes,1,False,
2025,169,15835,,,,11,Seattle  Ricks ,1,False,
2025,170,4241372,,,,3,Shooting Ropes💦,1,False,
2025,171,5081397,Dylan Sampson,RB,5.0,12,Blunder Bust 2000,1,False,
2025,172,-16011,Colts D/ST,D/ST,11.0,2,Show Me Dem TDs,1,False,
2025,173,4430539,Brenton Strange,TE,30.0,7,Allen to this!,1,False,
2025,174,12483,Matthew Stafford,QB,14.0,10,Team Clucker Fuckers,1,False,
2025,175,3117256,Dalton Schultz,TE,34.0,11,Seattle  Ricks ,1,False,
2025,176,-16021,Eagles D/ST,D/ST,21.0,3,Shooting Ropes💦,1,False,
2025,177,4428557,Tyjae Spears,RB,10.0,12,Blunder Bust 2000,1,False,
2025,178,4697745,Tyler Loop,K,33.0,2,Show Me Dem TDs,1,False,
2025,179,4360310,Trevor Lawrence,QB,30.0,7,Allen to this!,1,False,
2025,180,4431545,,,,10,Team Clucker Fuckers,1,False,
2025,181,4688380,,,,11,Seattle  Ricks ,1,False,
2025,182,4249087,,,,3,Shooting Ropes💦,1,False,
2025,183,2576925,,,,12,Blunder Bust 2000,1,False,
2025,184,3054212,,,,2,Show Me Dem TDs,1,False,
2025,185,4682745,,,,7,Allen to this!,1,False,
2025,186,-16002,Bills D/ST,D/ST,2.0,10,Team Clucker Fuckers,1,False,
2025,187,2971573,Ka'imi Fairbairn,K,34.0,11,Seattle  Ricks ,1,False,
2025,188,4429059,Woody Marks,RB,34.0,3,Shooting Ropes💦,1,False,
2025,189,-16020,,,,2,Show Me Dem TDs,1,False,
2025,190,-16027,,,,11,Seattle  Ricks ,1,False,
2025,191,4360423,,,,3,Shooting Ropes💦,1,False,
2025,192,4360635,,,,3,Shooting Ropes💦,1,False,
